Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	cellular potassium ion homeostasis (GO:0030007)	2/13	0.004970874222967	0.2250276523243167	0	0	22.11266034578918	117.28907864518789	KCNMA1;ATP1A2
GO_Biological_Process_2018	cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	2/14	0.0057680696107372	0.2514451085865836	0	0	20.268916155419223	104.49473134994793	GJA1;ATP1A2
GO_Biological_Process_2018	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	5/142	0.0065103859110829	0.2597084376962994	0	0	4.493156934306569	22.620154018960623	PTPRT;ROBO2;CADM1;IL1RAPL1;CDH19
GO_Biological_Process_2018	protein O-linked fucosylation (GO:0036066)	2/15	0.0066195863473993	0.2597084376962994	0	0	18.708824917413875	93.87568979605086	LFNG;SPON1
GO_Biological_Process_2018	presynapse assembly (GO:0099054)	2/15	0.0066195863473993	0.2597084376962994	0	0	18.708824917413875	93.87568979605086	FZD1;IL1RAPL1
GO_Biological_Process_2018	amino acid transport (GO:0006865)	3/48	0.007266330027309	0.2604799656884005	0	0	8.1440329218107	40.105322092413495	SLC38A1;SLC1A4;SLC7A11
GO_Biological_Process_2018	postsynaptic membrane organization (GO:0001941)	2/16	0.0075244849901492	0.2604799656884005	0	0	17.371603856266432	84.94007106025047	NRXN1;APOE
GO_Biological_Process_2018	regulation of steroid metabolic process (GO:0019218)	2/16	0.0075244849901492	0.2604799656884005	0	0	17.371603856266432	84.94007106025047	RORA;APOE
GO_Biological_Process_2018	positive regulation of cardiac muscle tissue growth (GO:0055023)	2/16	0.0075244849901492	0.2604799656884005	0	0	17.371603856266432	84.94007106025047	TGFBR3;ERBB4
GO_Biological_Process_2018	cellular monovalent inorganic cation homeostasis (GO:0030004)	2/17	0.0084818377336986	0.2717717776623674	0	0	16.212678936605318	77.3316921967906	KCNMA1;ATP1A2
GO_Biological_Process_2018	positive regulation of cellular protein catabolic process (GO:1903364)	2/17	0.0084818377336986	0.2717717776623674	0	0	16.212678936605318	77.3316921967906	CD81;APOE
GO_Biological_Process_2018	positive regulation of neuron projection development (GO:0010976)	4/97	0.0085433778874321	0.2717717776623674	0	0	5.274026581179457	25.118072731119984	FZD1;ROBO2;CAMK1D;APOE
GO_Biological_Process_2018	positive regulation of nervous system development (GO:0051962)	3/52	0.0090649130011773	0.2792646797955556	0	0	7.477702191987906	35.1702059780883	NRXN1;IL1RAPL1;SYNDIG1
GO_Biological_Process_2018	regulation of cardiac muscle cell proliferation (GO:0060043)	2/18	0.0094907282853204	0.2792646797955556	0	0	15.19861963190184	70.78665790754837	TGFBR3;ERBB4
GO_Biological_Process_2018	regulation of amyloid-beta formation (GO:1902003)	2/18	0.0094907282853204	0.2792646797955556	0	0	15.19861963190184	70.78665790754837	GSAP;APOE
GO_Biological_Process_2018	metal ion transport (GO:0030001)	4/101	0.0098165175720995	0.2818058824966137	0	0	5.055516424409298	23.37513490013499	KCNJ10;KCNMA1;ATP1A2;SLC4A4
GO_Biological_Process_2018	gamma-aminobutyric acid signaling pathway (GO:0007214)	2/19	0.0105502517365965	0.2893163255110915	0	0	14.303861421869362	65.10553514944294	GABRA2;GABRB1
GO_Biological_Process_2018	regulation of axonogenesis (GO:0050770)	3/55	0.010569755307542	0.2893163255110915	0	0	7.04522792022792	32.0540865238934	ROBO2;LINGO1;APOE
GO_Biological_Process_2018	chloride transmembrane transport (GO:1902476)	3/57	0.0116485484556325	0.3042677372436404	0	0	6.7836076817558295	30.20451317400804	GABRA2;GABRB1;SLC1A3
GO_Biological_Process_2018	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	3/58	0.0122108394094393	0.3042677372436404	0	0	6.65993265993266	29.33987543313116	ROBO2;DOCK5;IL1RAPL1
GO_Biological_Process_2018	regulation of interleukin-2 production (GO:0032663)	2/21	0.0128176339199991	0.3042677372436404	0	0	12.796900226025183	55.7552420898831	NAV3;PDE4D
GO_Biological_Process_2018	transmembrane transport (GO:0055085)	8/378	0.0133698003020142	0.3042677372436404	0	0	2.6806679290755726	11.566430240537697	GABRA2;GJA1;GABRB1;TSC22D3;LRRC8C;ATP1A2;AQP4;ASIC2
GO_Biological_Process_2018	muscle organ development (GO:0007517)	3/60	0.0133815340675596	0.3042677372436404	0	0	6.425601039636128	27.719269095321685	LAMA2;CHD2;SOX6
GO_Biological_Process_2018	potassium ion transport (GO:0006813)	3/61	0.013990052657221	0.3042677372436404	0	0	6.314495530012771	26.95916231860765	KCNJ10;KCNMA1;ATP1A2
GO_Biological_Process_2018	acylglycerol homeostasis (GO:0055090)	2/22	0.0140237386662245	0.3042677372436404	0	0	12.156441717791411	51.87158259449825	RORA;APOE
GO_Biological_Process_2018	positive regulation of kinase activity (GO:0033674)	4/113	0.0143542142074485	0.3042677372436404	0	0	4.496210610291184	19.080621603567412	CDKN1A;ERBB4;MERTK;IGF1R
GO_Biological_Process_2018	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway (GO:0007193)	3/63	0.015253683976073	0.3042677372436404	0	0	6.103395061728395	25.53010014062304	PSAP;ADCY2;GPR37L1
GO_Biological_Process_2018	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	2/23	0.0152769681111971	0.3042677372436404	0	0	11.576979257960852	48.40808453240121	PDE4D;ATP1A2
GO_Biological_Process_2018	membrane assembly (GO:0071709)	2/23	0.0152769681111971	0.3042677372436404	0	0	11.576979257960852	48.40808453240121	NRXN1;IL1RAPL1
GO_Biological_Process_2018	inorganic anion transmembrane transport (GO:0098661)	3/64	0.0159088835094761	0.3042677372436404	0	0	6.003035822707954	24.85783665722804	GABRA2;GABRB1;SLC1A3
GO_Biological_Process_2018	proteoglycan biosynthetic process (GO:0030166)	2/24	0.0165764724567529	0.3042677372436404	0	0	11.050195203569436	45.303268854838	CHST8;NDST3
GO_Biological_Process_2018	cAMP metabolic process (GO:0046058)	2/24	0.0165764724567529	0.3042677372436404	0	0	11.050195203569436	45.303268854838	PDE4D;ADCY2
GO_Biological_Process_2018	regulation of neuron projection development (GO:0010975)	4/119	0.0170481915516432	0.3042677372436404	0	0	4.260329462597894	17.346830967994485	FZD1;CAMK1D;IL1RAPL1;APOE
GO_Biological_Process_2018	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	8/396	0.0172152887304137	0.3042677372436404	0	0	2.553943134808589	10.374008241938702	VAV3;PTPRT;NELL2;ERBB4;ARHGEF28;EFNA5;PLCB1;IGF1R
GO_Biological_Process_2018	purine ribonucleotide metabolic process (GO:0009150)	3/66	0.0172662338599615	0.3042677372436404	0	0	5.811875367430923	23.590416557310416	SULT1A1;AK3;ATP1A2
GO_Biological_Process_2018	negative regulation of epithelial cell proliferation (GO:0050680)	3/66	0.0172662338599615	0.3042677372436404	0	0	5.811875367430923	23.590416557310416	TGFBR3;APOE;SCG2
GO_Biological_Process_2018	glycolytic process through glucose-6-phosphate (GO:0061620)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	PFKM;PFKP
GO_Biological_Process_2018	canonical glycolysis (GO:0061621)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	PFKM;PFKP
GO_Biological_Process_2018	glucose catabolic process to pyruvate (GO:0061718)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	PFKM;PFKP
GO_Biological_Process_2018	potassium ion homeostasis (GO:0055075)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	KCNMA1;ATP1A2
GO_Biological_Process_2018	neutral amino acid transport (GO:0015804)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	SLC38A1;SLC1A4
GO_Biological_Process_2018	negative regulation of epithelial to mesenchymal transition (GO:0010719)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	LDLRAD4;USF3
GO_Biological_Process_2018	L-amino acid transport (GO:0015807)	2/25	0.0179214125682599	0.3042677372436404	0	0	10.569218458255534	42.5068499667669	SLC1A3;SLC1A4
GO_Biological_Process_2018	regulation of cardiac conduction (GO:1903779)	3/67	0.0179684450781247	0.3042677372436404	0	0	5.720775462962963	22.992586685916013	PDE4D;ITPR1;ATP1A2
GO_Biological_Process_2018	regulation of cardiac muscle cell contraction (GO:0086004)	2/26	0.0193109598572316	0.3042677372436404	0	0	10.12832310838446	39.97732665234091	PDE4D;CTNNA3
GO_Biological_Process_2018	regulation of endocytosis (GO:0030100)	3/69	0.0194200591693463	0.3042677372436404	0	0	5.54685746352413	21.862654523080565	CD63;HIP1;APOE
GO_Biological_Process_2018	cellular response to glucose stimulus (GO:0071333)	2/27	0.0207442961783201	0.3042677372436404	0	0	9.722699386503068	37.68016545286951	PTPRN2;IGF1R
GO_Biological_Process_2018	regulation of cell communication (GO:0010646)	3/71	0.0209347075672162	0.3042677372436404	0	0	5.383169934640523	20.813202110205356	GRIA1;GRIA2;GRIA4
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	8/412	0.0212533889996287	0.3042677372436404	0	0	2.450778835845368	9.43853482219618	CDKN1A;CD81;ERBB4;GPR37L1;FAM20A;EFNA5;MERTK;IGF1R
GO_Biological_Process_2018	cell-cell junction organization (GO:0045216)	3/72	0.0217156969824104	0.3042677372436404	0	0	5.304884594739667	20.31622218822758	CADM1;PKP4;CDH19
GO_Biological_Process_2018	triglyceride homeostasis (GO:0070328)	2/28	0.0222206136926595	0.3042677372436404	0	0	9.348277489381784	35.586413951416425	RORA;APOE
GO_Biological_Process_2018	chloride transport (GO:0006821)	3/73	0.0225124701892741	0.3042677372436404	0	0	5.228835978835979	19.83656128797672	GABRA2;GABRB1;SLC1A3
GO_Biological_Process_2018	nitrogen compound transport (GO:0071705)	3/74	0.023325027816439	0.3042677372436404	0	0	5.154929577464789	19.373402427136565	SLC38A1;SLC1A4;SLC7A11
GO_Biological_Process_2018	amino acid transmembrane transport (GO:0003333)	2/29	0.023739114774418	0.3042677372436404	0	0	9.001590547602818	33.67163026162512	SLC38A1;SLC7A11
GO_Biological_Process_2018	regulation of embryonic development (GO:0045995)	2/29	0.023739114774418	0.3042677372436404	0	0	9.001590547602818	33.67163026162512	LFNG;PLCB1
GO_Biological_Process_2018	C-terminal protein lipidation (GO:0006501)	3/75	0.0241533668991372	0.3042677372436404	0	0	5.083076131687243	18.92597743982384	NTM;LSAMP;MDGA2
GO_Biological_Process_2018	regulation of developmental growth (GO:0048638)	2/30	0.0252990118892568	0.3042677372436404	0	0	8.679666958808063	31.91504808810831	APOE;PLCB1
GO_Biological_Process_2018	negative regulation of endothelial cell proliferation (GO:0001937)	2/30	0.0252990118892568	0.3042677372436404	0	0	8.679666958808063	31.91504808810831	APOE;SCG2
GO_Biological_Process_2018	positive regulation of B cell proliferation (GO:0030890)	2/30	0.0252990118892568	0.3042677372436404	0	0	8.679666958808063	31.91504808810831	VAV3;CD81
GO_Biological_Process_2018	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	2/30	0.0252990118892568	0.3042677372436404	0	0	8.679666958808063	31.91504808810831	LINGO1;EFNA5
GO_Biological_Process_2018	regulation of cation transmembrane transport (GO:1904062)	2/30	0.0252990118892568	0.3042677372436404	0	0	8.679666958808063	31.91504808810831	CD63;DPP6
GO_Biological_Process_2018	cellular response to organic cyclic compound (GO:0071407)	4/135	0.0257026337905201	0.3042677372436404	0	0	3.736949409700821	13.68157646548528	GABRB1;RORA;ATP1A2;ADCY2
GO_Biological_Process_2018	negative regulation of cell communication (GO:0010648)	3/78	0.0267329910024719	0.3042677372436404	0	0	4.879012345679012	17.671084325701436	ERBB4;MERTK;IGF1R
GO_Biological_Process_2018	renal water homeostasis (GO:0003091)	2/31	0.0268995274957291	0.3042677372436404	0	0	8.37994499682674	30.29891928185348	ADCY2;AQP4
GO_Biological_Process_2018	regulation of endothelial cell proliferation (GO:0001936)	3/79	0.0276243571562475	0.3042677372436404	0	0	4.814571150097466	17.279772164864735	NELL2;APOE;SCG2
GO_Biological_Process_2018	cell-cell junction assembly (GO:0007043)	3/79	0.0276243571562475	0.3042677372436404	0	0	4.814571150097466	17.279772164864735	GJA1;PKP4;CDH19
GO_Biological_Process_2018	purine ribonucleoside triphosphate metabolic process (GO:0009205)	2/32	0.0285398939109249	0.3042677372436404	0	0	8.100204498977504	28.807991602466057	AK3;ATP1A2
GO_Biological_Process_2018	positive regulation of dendrite development (GO:1900006)	2/32	0.0285398939109249	0.3042677372436404	0	0	8.100204498977504	28.807991602466057	IL1RAPL1;APOE
GO_Biological_Process_2018	regulation of cell-cell adhesion (GO:0022407)	2/32	0.0285398939109249	0.3042677372436404	0	0	8.100204498977504	28.807991602466057	NF2;EFNA5
GO_Biological_Process_2018	regulation of potassium ion transmembrane transport (GO:1901379)	2/32	0.0285398939109249	0.3042677372436404	0	0	8.100204498977504	28.807991602466057	CD63;DPP6
GO_Biological_Process_2018	positive regulation of phosphorylation (GO:0042327)	5/208	0.0292640736295468	0.3042677372436404	0	0	3.022167487684729	10.672466161760536	ERBB4;FAM20A;EFNA5;MERTK;IGF1R
GO_Biological_Process_2018	ephrin receptor signaling pathway (GO:0048013)	3/82	0.0303926536836524	0.3042677372436404	0	0	4.6310360993905295	16.178776332800297	VAV3;ARHGEF28;EFNA5
GO_Biological_Process_2018	C-terminal protein amino acid modification (GO:0018410)	3/82	0.0303926536836524	0.3042677372436404	0	0	4.6310360993905295	16.178776332800297	NTM;LSAMP;MDGA2
GO_Biological_Process_2018	negative regulation of signaling (GO:0023057)	3/83	0.0313467320392424	0.3042677372436404	0	0	4.572916666666667	15.834388213390964	ERBB4;MERTK;IGF1R
GO_Biological_Process_2018	apoptotic mitochondrial changes (GO:0008637)	2/34	0.0319371572038714	0.3042677372436404	0	0	7.593174846625767	26.15078137075056	ERBB4;BCL2L1
GO_Biological_Process_2018	negative regulation of cell-substrate adhesion (GO:0010812)	2/35	0.033692567137662	0.3042677372436404	0	0	7.362706822829522	24.963095692209784	NF2;EFNA5
GO_Biological_Process_2018	carboxylic acid transmembrane transport (GO:1905039)	2/35	0.033692567137662	0.3042677372436404	0	0	7.362706822829522	24.963095692209784	SLC38A1;SLC7A11
GO_Biological_Process_2018	cholesterol biosynthetic process (GO:0006695)	2/35	0.033692567137662	0.3042677372436404	0	0	7.362706822829522	24.963095692209784	HMGCR;APOE
GO_Biological_Process_2018	central nervous system development (GO:0007417)	5/217	0.034200627159788	0.3042677372436404	0	0	2.892541273584906	9.763805746245083	CHST8;ROBO2;NNAT;ASIC2;S100B
GO_Biological_Process_2018	heart development (GO:0007507)	4/149	0.0351031391957147	0.3042677372436404	0	0	3.3737417005782824	11.300228789461489	TGFBR3;GJA1;ERBB4;MICAL2
GO_Biological_Process_2018	positive regulation of cellular component biogenesis (GO:0044089)	3/87	0.0353187410711333	0.3042677372436404	0	0	4.3542768959435625	14.557834855067064	NRXN1;IL1RAPL1;SYNDIG1
GO_Biological_Process_2018	regulation of potassium ion transport (GO:0043266)	2/36	0.0354848537804448	0.3042677372436404	0	0	7.145795741609527	23.857306148002262	CD63;DPP6
GO_Biological_Process_2018	calcium ion transmembrane import into cytosol (GO:0097553)	2/36	0.0354848537804448	0.3042677372436404	0	0	7.145795741609527	23.857306148002262	FAM155A;ITPR1
GO_Biological_Process_2018	secondary alcohol biosynthetic process (GO:1902653)	2/36	0.0354848537804448	0.3042677372436404	0	0	7.145795741609527	23.857306148002262	HMGCR;APOE
GO_Biological_Process_2018	positive regulation of axonogenesis (GO:0050772)	2/37	0.0373132972289511	0.3042677372436404	0	0	6.941279579316389	22.825742096895	ROBO2;TUBB2B
GO_Biological_Process_2018	potassium ion import (GO:0010107)	2/38	0.0391771868210425	0.3042677372436404	0	0	6.748125426039537	21.86163654197881	KCNJ10;ATP1A2
GO_Biological_Process_2018	positive regulation of cellular metabolic process (GO:0031325)	3/92	0.0406309533534607	0.3042677372436404	0	0	4.108614232209738	13.160816255307088	CD63;CDKN1A;APOE
GO_Biological_Process_2018	positive regulation of phagocytosis (GO:0050766)	2/39	0.0410758210221341	0.3042677372436404	0	0	6.565412037804676	20.958998753513107	CAMK1D;MERTK
GO_Biological_Process_2018	purine ribonucleoside monophosphate metabolic process (GO:0009167)	2/39	0.0410758210221341	0.3042677372436404	0	0	6.565412037804676	20.958998753513107	AK3;ATP1A2
GO_Biological_Process_2018	axon development (GO:0061564)	3/94	0.0428625935026654	0.3042677372436404	0	0	4.0179080179080175	12.655429001866654	LINGO1;PRELP;S100B
GO_Biological_Process_2018	regulation of cholesterol biosynthetic process (GO:0045540)	2/40	0.0430085073545294	0.3042677372436404	0	0	6.39231514368744	20.112507655334777	HMGCR;APOE
GO_Biological_Process_2018	sterol biosynthetic process (GO:0016126)	2/40	0.0430085073545294	0.3042677372436404	0	0	6.39231514368744	20.112507655334777	HMGCR;APOE
GO_Biological_Process_2018	protein localization to membrane (GO:0072657)	4/160	0.0437167649941927	0.3042677372436404	0	0	3.1340977862716994	9.809800073785832	DPP6;NRXN1;CPE;EFR3B
GO_Biological_Process_2018	regulation of heart contraction (GO:0008016)	3/95	0.0440010640981042	0.3042677372436404	0	0	3.9740338164251208	12.413059394245847	PDE4D;ITPR1;ATP1A2
GO_Biological_Process_2018	regulation of phagocytosis (GO:0050764)	2/41	0.0449745622639277	0.3042677372436404	0	0	6.228095013371087	19.31742216832615	CAMK1D;MERTK
GO_Biological_Process_2018	regulation of cholesterol metabolic process (GO:0090181)	2/41	0.0449745622639277	0.3042677372436404	0	0	6.228095013371087	19.31742216832615	HMGCR;APOE
GO_Biological_Process_2018	positive regulation of receptor-mediated endocytosis (GO:0048260)	2/41	0.0449745622639277	0.3042677372436404	0	0	6.228095013371087	19.31742216832615	CD63;HIP1
GO_Biological_Process_2018	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	2/41	0.0449745622639277	0.3042677372436404	0	0	6.228095013371087	19.31742216832615	DOCK5;EFNA5
GO_Biological_Process_2018	cellular metal ion homeostasis (GO:0006875)	3/96	0.0451545531147281	0.3042677372436404	0	0	3.9311031461569095	12.177237325206072	SLC24A4;KCNMA1;ATP1A2
GO_Biological_Process_2018	positive regulation of intracellular signal transduction (GO:1902533)	8/479	0.045491046617142	0.3042677372436404	0	0	2.0949058109186307	6.473761209477384	GJA1;HIP1;ERBB4;GPR37L1;MERTK;S100B;BCL2L1;IGF1R
GO_Biological_Process_2018	cell morphogenesis involved in neuron differentiation (GO:0048667)	3/97	0.0463229964309458	0.3042677372436404	0	0	3.889085894405044	11.947725949590394	LINGO1;PRELP;S100B
GO_Biological_Process_2018	negative regulation of cell motility (GO:2000146)	3/97	0.0463229964309458	0.3042677372436404	0	0	3.889085894405044	11.947725949590394	NAV3;LDLRAD4;NF2
GO_Biological_Process_2018	regulation of cell migration (GO:0030334)	6/316	0.0474197168309875	0.3042677372436404	0	0	2.3767498478393185	7.246038069600488	NAV3;ERBB4;LDLRAD4;NF2;LGR6;IGF1R
GO_Biological_Process_2018	regulation of insulin secretion (GO:0050796)	3/98	0.0475063278743153	0.3042677372436404	0	0	3.847953216374269	11.724299250481035	NNAT;ITPR1;EFNA5
GO_Biological_Process_2018	positive regulation of neuron differentiation (GO:0045666)	3/98	0.0475063278743153	0.3042677372436404	0	0	3.847953216374269	11.724299250481035	FZD1;CAMK1D;APOE
GO_Biological_Process_2018	definitive hemopoiesis (GO:0060216)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	TGFBR3
GO_Biological_Process_2018	positive regulation of axon guidance (GO:1902669)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	TUBB2B
GO_Biological_Process_2018	vocal learning (GO:0042297)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	NRXN1
GO_Biological_Process_2018	regulation of extent of cell growth (GO:0061387)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	APOE
GO_Biological_Process_2018	spinal cord motor neuron differentiation (GO:0021522)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	MDGA2
GO_Biological_Process_2018	lipoprotein metabolic process (GO:0042157)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	APOE
GO_Biological_Process_2018	ventricular compact myocardium morphogenesis (GO:0003223)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	TGFBR3
GO_Biological_Process_2018	negative regulation of oligodendrocyte differentiation (GO:0048715)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	DAAM2
GO_Biological_Process_2018	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process (GO:0015014)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	NDST3
GO_Biological_Process_2018	response to gonadotropin (GO:0034698)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	TGFBR3
GO_Biological_Process_2018	bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	CTNNA3
GO_Biological_Process_2018	ceramide transport (GO:0035627)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	PSAP
GO_Biological_Process_2018	positive regulation of phospholipid transport (GO:2001140)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	APOE
GO_Biological_Process_2018	lipoprotein catabolic process (GO:0042159)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	APOE
GO_Biological_Process_2018	heart trabecula formation (GO:0060347)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	TGFBR3
GO_Biological_Process_2018	imitative learning (GO:0098596)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	NRXN1
GO_Biological_Process_2018	positive regulation of cGMP biosynthetic process (GO:0030828)	1/6	0.0484959276351	0.3042677372436404	0	0	24.182926829268293	73.18419779313248	APOE
